gaia_id,hostname,pl_name,ra,dec
,"KMT-2021-BLG-0171L","KMT-2021-BLG-0171L b",269.2416667,-30.0930556
"Gaia DR2 2086498312157538688","Kepler-553","Kepler-553 c",298.5508922,48.3325405
"Gaia DR2 4758931211166869632","TOI-2525","TOI-2525 b",86.8509737,-60.5213081
"Gaia DR2 2104847370214740352","Kepler-137","Kepler-137 b",282.1355875,43.0391951
"Gaia DR2 2086526693301504896","Kepler-1215","Kepler-1215 b",297.4636477,48.1813978
"Gaia DR2 2133080462292772096","Kepler-182","Kepler-182 c",289.8301128,50.5862025
"Gaia DR2 60684353135617792","HIP 14810","HIP 14810 c",47.8092750,21.0971302
"Gaia DR2 2106748052160620928","Kepler-214","Kepler-214 b",284.7548499,44.9560500
"Gaia DR2 2127181926007695744","Kepler-330","Kepler-330 c",288.4474035,44.8017616
"Gaia DR2 4844691297067063424","TOI-451","TOI-451 d",62.9663850,-37.9397300
"Gaia DR2 2052379641715057408","Kepler-1906","Kepler-1906 b",293.8266166,38.8565906
"Gaia DR2 6426188308031756288","TOI-1075","TOI-1075 b",309.9712091,-65.4496994
"Gaia DR2 2127001056345369984","Kepler-213","Kepler-213 b",290.8241931,44.6472832
"Gaia DR2 2105535462635217792","Kepler-355","Kepler-355 c",285.7994917,42.8117427
"Gaia DR2 2106311477324720384","Kepler-1273","Kepler-1273 b",285.8032016,44.8733983
"Gaia DR2 2079523903745213056","Kepler-1666","Kepler-1666 c",297.9516071,46.2647024
"Gaia DR2 4284680029006075648","CoRoT-28","CoRoT-28 b",278.6883216,5.5736911
"Gaia DR2 2102815683186036096","Kepler-341","Kepler-341 e",289.8615609,43.4727412
"Gaia DR2 2107644188496163200","Kepler-511","Kepler-511 c",282.9455384,47.5749181
"Gaia DR2 5855730584310531200","HD 111232","HD 111232 b",192.2159553,-68.4246679
,"Kepler-565","Kepler-565 b",283.6180825,47.1967793
"Gaia DR2 2129234336259850240","Kepler-194","Kepler-194 d",291.9714290,47.8640498
"Gaia DR2 2128223747637518208","Kepler-939","Kepler-939 b",293.8656181,47.0268148
"Gaia DR2 2086847785054193792","Kepler-1862","Kepler-1862 b",296.7533555,49.3780726
"Gaia DR2 2102530703514980864","Kepler-1597","Kepler-1597 b",288.1639687,42.4810124
"Gaia DR2 3643098875168270592","WASP-39","WASP-39 b",217.3266477,-3.4444994
"Gaia DR2 5853498713160606720","Proxima Cen","Proxima Cen b",217.3934657,-62.6761821
"Gaia DR2 5340648488081462528","HD 95338","HD 95338 b",164.8563364,-56.6235564
"Gaia DR2 2052139123549626240","Kepler-1980","Kepler-1980 b",295.1672065,38.6370390
"Gaia DR2 2052912492534229504","Kepler-556","Kepler-556 b",290.5294799,38.9427306
,"OGLE-2017-BLG-1099L","OGLE-2017-BLG-1099L b",263.9642500,-29.5858611
"Gaia DR2 2052528625536778624","Kepler-261","Kepler-261 c",291.3647333,37.6092390
"Gaia DR2 666195851913506816","K2-188","K2-188 c",129.8137008,23.3574367
"Gaia DR2 582221750852254080","HD 74156","HD 74156 b",130.6047813,4.5772338
"Gaia DR2 600859258922054272","K2-97","K2-97 b",127.7628370,10.8475571
,"OGLE-2016-BLG-1093L","OGLE-2016-BLG-1093L b",269.0042917,-32.7134722
"Gaia DR2 4848767461548943104","HD 22946","TOI-411 b",54.8195380,-42.7630276
"Gaia DR2 2974906868489280768","TOI-942","TOI-942 b",76.6496172,-20.2456126
"Gaia DR2 2993658970584498048","TOI-880","TOI-880 c",94.1644734,-13.9873370
"Gaia DR2 1636979235288735744","TOI-1346","TOI-1346 b",256.6226752,68.8433031
"Gaia DR2 2080016106994504704","Kepler-1111","Kepler-1111 b",295.4634045,45.8127697
"Gaia DR2 2135378231142791808","Kepler-394","Kepler-394 b",296.3019792,50.6723115
"Gaia DR2 2102321933746075776","Kepler-1262","Kepler-1262 b",288.7718287,42.2131694
"Gaia DR2 2133946843094378752","HAT-P-37","HAT-P-37 b",284.2960393,51.2691212
"Gaia DR2 2105743987587112064","Kepler-211","Kepler-211 c",285.4391183,43.1685051
,"KMT-2021-BLG-1253L","KMT-2021-BLG-1253L b",267.6172083,-29.2792806
"Gaia DR2 2073767994738269952","Kepler-1812","Kepler-1812 b",298.0845087,40.2832525
"Gaia DR2 1585783740516554624","TOI-3976 A","TOI-3976 A b",224.3560083,44.2743223
"Gaia DR2 2102436351673656704","KOI-4777","KOI-4777.01",287.2621474,42.0322257
"Gaia DR2 2101229019187047040","Kepler-1500","Kepler-1500 b",288.8834740,39.7446547
"Gaia DR2 5168359139139252352","GJ 2030","GJ 2030 b",50.8237604,-7.7950429
"Gaia DR2 2102794517586604288","Kepler-866","Kepler-866 b",290.1222112,43.0854070
"Gaia DR2 2128150217796747520","Kepler-258","Kepler-258 b",294.0684116,46.5791357
"Gaia DR2 1647136729864424576","TOI-1298","TOI-1298 b",241.3229012,70.1900397
"Gaia DR2 5175239363214344960","HD 15906","HD 15906 b",38.2712534,-10.3521780
"Gaia DR2 2131496856310537984","Kepler-811","Kepler-811 b",285.4241593,47.8345586
"Gaia DR2 5353625852001928960","Luhman 16 A","Luhman 16 b",162.3282594,-53.3193715
"Gaia DR2 2077232246636173056","Kepler-1420","Kepler-1420 b",296.2038586,42.7778165
"Gaia DR2 4859136199796131200","WASP-98","WASP-98 b",58.4290113,-34.3282716
"Gaia DR2 3895843479901597440","K2-49","K2-49 b",177.3202331,3.4755183
"Gaia DR2 2106988158011587072","Kepler-1538","Kepler-1538 b",283.3456110,45.2743573
,"KMT-2019-BLG-1367L","KMT-2019-BLG-1367L b",272.4713333,-29.7622111
"Gaia DR2 2082142734285082368","Kepler-1643","Kepler-1643 b",300.4310076,44.7510129
"Gaia DR2 2129141083930129536","Kepler-362","Kepler-362 c",291.7716030,47.5299192
"Gaia DR2 2101898759208960640","Kepler-207","Kepler-207 d",290.0305195,42.1660555
,"PSR B1257+12","PSR B1257+12 c",195.0149029,12.6823534
"Gaia DR2 1820530778750452096","Wendelstein-1","Wendelstein-1 b",299.0506412,17.5699627
"Gaia DR2 2135179533070399232","Kepler-197","Kepler-197 c",295.2264739,50.5592348
,"OGLE-2018-BLG-1269L","OGLE-2018-BLG-1269L b",269.6934170,-27.6179444
"Gaia DR2 4729947569262040960","HD 21693","HD 21693 b",51.8040469,-58.3232726
"Gaia DR2 2129931942027348608","Kepler-372","Kepler-372 c",291.2562253,49.2589288
"Gaia DR2 1402405129651594624","TOI-2019","TOI-2019 b",234.4317651,48.9552060
"Gaia DR2 2099740761478810624","Kepler-120","Kepler-120 b",287.8915707,39.3390979
"Gaia DR2 2079728790863754752","Kepler-963","Kepler-963 b",296.7529742,45.0411049
"Gaia DR2 2102067396802935680","Kepler-306","Kepler-306 c",288.5387145,40.6160545
"Gaia DR2 678119333962115072","K2-347","K2-347 b",126.3726821,23.2974061
"Gaia DR2 2135595045386787200","Kepler-232","Kepler-232 b",295.8161668,51.1217249
"Gaia DR2 4224062406762625152","WASP-74","WASP-74 b",304.5388430,-1.0760033
"Gaia DR2 3830897080395058048","24 Sex","24 Sex b",155.8684866,-0.9023998
"Gaia DR2 2051105410816218368","Kepler-156","Kepler-156 b",290.2964214,37.7494271
"Gaia DR2 2119507506642066176","Kepler-868","Kepler-868 b",282.3635315,46.6752384
"Gaia DR2 4009018273332089088","TOI-1820","TOI-1820 b",187.6867207,27.4520016
"Gaia DR2 1651818622174190208","TOI-1742","TOI-1742 b",257.3288678,71.8766724
"Gaia DR2 6173435259395017344","WASP-184","WASP-184 b",209.5170100,-30.3481530
"Gaia DR2 2413596935442139520","K2-138","K2-138 c",348.9490311,-10.8497391
"Gaia DR2 5325498111172934784","TOI-2368","TOI-2368 b",134.9576234,-48.4884929
"Gaia DR2 2102865436087077632","Kepler-933","Kepler-933 b",289.5685257,43.5385438
"Gaia DR2 2723557788822526720","GJ 9773","GJ 9773 b",333.1502333,8.5503355
"Gaia DR2 4453211899986180352","WASP-38","WASP-38 b",243.9597194,10.0324103
"Gaia DR2 2099656472742686848","Kepler-510","Kepler-510 b",287.6550196,39.2441716
"Gaia DR2 2103882548762598144","Kepler-907","Kepler-907 b",285.4764959,41.6326615
"Gaia DR2 2134719834131370496","Kepler-466","Kepler-466 b",295.6486585,48.4955191
"Gaia DR2 3343402074506386176","TOI-4734","TOI-4734 b",90.3581219,12.5478825
"Gaia DR2 4919770108539385472","HATS-49","HATS-49 b",6.6135927,-56.3442798
"Gaia DR2 2128258141734121600","Kepler-563","Kepler-563 b",292.4461832,46.2897548
"Gaia DR2 2128242611132484736","Kepler-1323","Kepler-1323 b",292.8722515,46.0987290
"Gaia DR2 1958584565350234752","TOI-1410","TOI-1410.01",334.8828486,42.5603141
"Gaia DR2 2126632994828732032","Kepler-1435","Kepler-1435 b",291.1732806,44.9210836
"Gaia DR2 2128141799661062400","Kepler-1247","Kepler-1247 b",294.5335974,46.6182365
"Gaia DR2 4296208099222829568","HD 183263","HD 183263 b",292.1022982,8.3579183
"Gaia DR2 2102991776844251264","Kepler-1697","Kepler-1697 b",287.6633310,43.4713782
"Gaia DR2 2085559604106082688","Kepler-318","Kepler-318 b",298.4828337,46.7936357
"Gaia DR2 2077540827141811200","Kepler-314","Kepler-314 b",294.6741507,42.0756037
"Gaia DR2 5378886891122066560","HIP 56998","HD 101581 c",175.2563039,-44.4041485
"Gaia DR2 2051937638040407808","Kepler-1452","Kepler-1452 b",292.4227920,38.2662824
"Gaia DR2 2126645673572302080","Kepler-1940","Kepler-1940 b",291.2042027,45.2383344
"Gaia DR2 2101186168296277376","Kepler-428","Kepler-428 b",290.5817432,40.5773106
"Gaia DR2 5482316880495405056","TOI-286","TOI-286 b",90.9842762,-60.6663348
"Gaia DR2 5664814198431308288","GJ 357","GJ 357 c",144.0074644,-21.6650634
"Gaia DR2 1637645127018395776","GJ 687","GJ 687 c",264.1041731,68.3336741
"Gaia DR2 2052163518963966336","Kepler-317","Kepler-317 b",294.9438822,39.0320499
"Gaia DR2 1433062331332673792","TOI-1453","TOI-1453 b",258.2232705,57.1977779
"Gaia DR2 5664814198431308288","GJ 357","GJ 357 b",144.0074644,-21.6650634
"Gaia DR2 3614661419960402944","EPIC 212624936","EPIC 212624936 c",210.6376171,-10.0236852
"Gaia DR2 2100015089629466112","Kepler-149","Kepler-149 b",285.8537014,38.3840916
"Gaia DR2 2080484842545877120","Kepler-616","Kepler-616 d",294.9891370,46.8383058
"Gaia DR2 2078722600285671936","Kepler-112","Kepler-112 b",296.9811361,43.2097025
"Gaia DR2 2076483616656410496","Kepler-1115","Kepler-1115 b",294.9917723,40.1443964
"Gaia DR2 2078818944993952256","Kepler-559","Kepler-559 b",296.6368878,43.8027948
"Gaia DR2 3582706794559052160","K2-250","K2-250 b",185.0315429,-8.9757427
"Gaia DR2 2132220334960823552","Kepler-1751","Kepler-1751 b",284.8465476,49.6923412
"Gaia DR2 1869054868256849920","SPECULOOS-3","SPECULOOS-3 b",312.3632611,33.6123832
"Gaia DR2 2119511080054847616","Kepler-653","Kepler-653 c",282.2130447,46.7177898
"Gaia DR2 2078088005976092416","Kepler-855","Kepler-855 b",295.0949565,43.5375650
,"OGLE-2016-BLG-1800L","OGLE-2016-BLG-1800L b",269.9032083,-30.8653611
"Gaia DR2 4893118771316702720","GJ 3293","GJ 3293 b",67.1484425,-25.1713396
"Gaia DR2 3578046995560843520","K2-223","K2-223 b",185.3061830,-10.2820915
"Gaia DR2 2105526799680172032","Kepler-1542","Kepler-1542 e",285.7284757,42.6544651
"Gaia DR2 2139316308129355520","Kepler-574","Kepler-574 b",290.2470519,52.1491051
"Gaia DR2 2413596935442139520","K2-138","K2-138 e",348.9490311,-10.8497391
"Gaia DR2 2125699062780742016","Kepler-1649","Kepler-1649 b",292.5029676,41.8299933
"Gaia DR2 2133022669212268800","Kepler-154","Kepler-154 c",289.7805393,49.8965624
"Gaia DR2 2052144621107902208","Kepler-793","Kepler-793 b",295.2167334,38.7744269
"Gaia DR2 661192902209491456","K2-146","K2-146 b",130.0266951,19.0923416
"Gaia DR2 2106406069684947840","Kepler-1130","Kepler-1130 b",285.2074210,45.3843330
"Gaia DR2 2073750986669231232","Kepler-348","Kepler-348 b",297.2550814,40.5483883
"Gaia DR2 2141754578242371584","WASP-48","WASP-48 b",291.1623865,55.4730273
"Gaia DR2 2076572092984362880","Kepler-1756","Kepler-1756 b",294.3649040,40.7208898
"Gaia DR2 2081875484241210240","Kepler-1705","Kepler-1705 b",301.5785316,44.3121639
"Gaia DR2 4154598526336121600","BD-11 4672","BD-11 4672 b",278.3688659,-11.6370481
"Gaia DR2 2129654040463673600","Kepler-1750","Kepler-1750 b",292.3514917,48.5110714
"Gaia DR2 875071278432954240","HD 63433","HD 63433 c",117.4793699,27.3631342
"Gaia DR2 2052582432887909376","Kepler-323","Kepler-323 b",291.3822988,38.1274595
"Gaia DR2 2101689061725421312","Kepler-1505","Kepler-1505 b",292.0020614,41.7869639
"Gaia DR2 1636690613486307840","TOI-1295","TOI-1295 b",256.6722026,67.8715032
,"KMT-2016-BLG-1107L","KMT-2016-BLG-1107L b",266.4177500,-26.0318000
"Gaia DR2 2105663727538050688","Kepler-1005","Kepler-1005 b",286.2858998,43.3205085
"Gaia DR2 2129103700534539136","Kepler-1776","Kepler-1776 b",291.5344017,47.0424958
"Gaia DR2 2102152815113208192","Kepler-950","Kepler-950 b",287.9565768,41.1302834
"Gaia DR2 3676091134604409728","HD 110014","HD 110014 b",189.8111935,-7.9956702
"Gaia DR2 2101093092063293824","Kepler-887","Kepler-887 b",290.0907893,39.8169085
"Gaia DR2 2104098950692667264","Kepler-170","Kepler-170 c",284.5211975,41.6296562
"Gaia DR2 2052975370856687744","Kepler-416","Kepler-416 b",291.5569554,39.2272923
"Gaia DR2 4984244302162168704","HD 8535","HD 8535 b",20.9054804,-41.2701007
"Gaia DR2 689268759823937280","K2-187","K2-187 c",132.5235618,23.1924709
,"OGLE-2018-BLG-0298L","OGLE-2018-BLG-0298L b",264.2845000,-29.7091111
"Gaia DR2 2131621272922307968","Kepler-588","Kepler-588 b",284.2572531,47.6889081
"Gaia DR2 6828450688663428224","HD 204313","HD 204313 e",322.0510568,-21.7274194
"Gaia DR2 2132686356093801472","Kepler-885","Kepler-885 b",288.6615682,49.7371538
"Gaia DR2 2052880194379878272","Kepler-1727","Kepler-1727 b",290.3336142,38.7282722
"Gaia DR2 2105316247502568576","Kepler-185","Kepler-185 c",282.4681674,43.8899464
"Gaia DR2 2594479109451475456","K2-167","K2-167 b",336.5761233,-18.0116650
"Gaia DR2 5214209564293214208","HD 62364","HD 62364 b",113.9052658,-75.5442707
"Gaia DR2 2955981936912654592","HD 33283","HD 33283 b",77.0044889,-26.7976689
"Gaia DR2 2107016126838707200","Kepler-1018","Kepler-1018 b",283.5967317,45.4078654
"Gaia DR2 2052069201482198784","Kepler-1073","Kepler-1073 c",294.1527259,38.2330886
"Gaia DR2 2101093092063293824","Kepler-887","Kepler-887 c",290.0907893,39.8169085
"Gaia DR2 2052257355406092160","Kepler-1845","Kepler-1845 b",292.9016226,38.2970320
"Gaia DR2 2130318420364920192","Kepler-1548","Kepler-1548 b",287.4711817,46.0805706
"Gaia DR2 4330690742322011520","Wolf 1061","Wolf 1061 b",247.5748276,-12.6676866
"Gaia DR2 2130683904901068800","Kepler-332","Kepler-332 d",286.6627811,47.4136938
"Gaia DR2 5137855525488932864","HD 11506","HD 11506 c",28.2106607,-19.5073960
"Gaia DR2 2073746932220288256","Kepler-899","Kepler-899 b",297.4825612,40.6807412
"Gaia DR2 4864759888238232320","WASP-159","WASP-159 b",68.1364792,-38.9682973
"Gaia DR2 2079368391569401600","Kepler-115","Kepler-115 b",297.7119299,45.2619850
,"KMT-2021-BLG-0119L","KMT-2021-BLG-0119L b",274.0005417,-29.7438889
"Gaia DR2 2129295427874937856","Kepler-285","Kepler-285 b",291.3908469,48.0655392
"Gaia DR2 2101737474597174016","Kepler-945","Kepler-945 b",291.2697354,42.0960305
"Gaia DR2 2106674071344722688","Kepler-37","Kepler-37 e",284.0592503,44.5183733
"Gaia DR2 2106008493152187392","Kepler-174","Kepler-174 c",287.4389454,43.8320052
"Gaia DR2 2107342716152550272","Kepler-1274","Kepler-1274 b",284.5936858,46.4497364
"Gaia DR2 6655168686921108864","PZ Tel","PZ Tel b",283.2745823,-50.1808952
"Gaia DR2 4157584215800708736","HD 168443","HD 168443 b",275.0159879,-9.5966905
,"OGLE-2017-BLG-0604L","OGLE-2017-BLG-0604L b",267.8916670,-30.9465556
,"KMT-2021-BLG-1689L","KMT-2021-BLG-1689L b",269.5791667,-30.1452778
"Gaia DR2 2076790552200353536","Kepler-1331","Kepler-1331 b",297.0737928,41.2244613
,"OGLE-2005-BLG-169L","OGLE-2005-BLG-169L b",271.5221670,-30.7326389
,"OGLE-2005-BLG-071L","OGLE-2005-BLG-071L b",267.5407080,-34.6731944
"Gaia DR2 3618361345307363584","K2-194","K2-194 b",204.6089755,-8.9271609
"Gaia DR2 2131505514964760832","Kepler-529","Kepler-529 c",285.8884067,47.8803640
"Gaia DR2 5509620021956148736","TOI-500","TOI-500 b",106.5590980,-47.5878156
,"SWEEPS-11","SWEEPS-11 b",269.7583333,-29.1981944
"Gaia DR2 2076373321899335808","Kepler-328","Kepler-328 c",295.8092756,40.0084866
"Gaia DR2 2602237602799035008","K2-172","K2-172 b",335.3081368,-12.5569819
"Gaia DR2 2104376405579347968","Kepler-202","Kepler-202 b",282.9734874,41.3217991
"Gaia DR2 784983789642216320","TOI-5704","TOI-5704 b",169.8248694,44.9890782
"Gaia DR2 3600851450836925312","K2-159","K2-159 b",180.5408896,-3.5809053
"Gaia DR2 2130661880308812800","Kepler-334","Kepler-334 c",287.1406177,47.1151153
"Gaia DR2 2564784633279953536","K2-295","K2-295 b",19.6101417,6.8167277
"Gaia DR2 2493785078665571200","WASP-116","WASP-116 b",35.2157609,-1.8260419
"Gaia DR2 1842656663520849024","TOI-5205","TOI-5205 b",313.7706819,24.3609770
"Gaia DR2 522863309964987520","Gl 49","Gl 49 b",15.6687321,62.3454386
"Gaia DR2 2099619059285601280","Kepler-1464","Kepler-1464 b",287.2356828,38.7540824
"Gaia DR2 2080098840942920704","Kepler-1169","Kepler-1169 b",294.9115874,46.4914718
"Gaia DR2 2105538623730974848","Kepler-290","Kepler-290 b",286.4100307,42.6815137
"Gaia DR2 666195851913506816","K2-188","K2-188 b",129.8137008,23.3574367
"Gaia DR2 2582898606311167872","K2-221","K2-221 b",16.6550286,10.1897385
"Gaia DR2 2126597054542193536","Kepler-1003","Kepler-1003 b",292.0204349,44.8762427
"Gaia DR2 2052456263933727744","Kepler-1469","Kepler-1469 b",293.8213286,39.3913385
"Gaia DR2 6491038642006989056","WASP-164","WASP-164 b",344.8735878,-60.4478194
"Gaia DR2 2107001283431633408","Kepler-62","Kepler-62 c",283.2125621,45.3496992
"Gaia DR2 2081897989863673216","Kepler-436","Kepler-436 c",301.7207775,44.4120856
"Gaia DR2 5341673851394297600","HD 102117","HD 102117 b",176.2097267,-58.7040134
"Gaia DR2 2052528625536778624","Kepler-261","Kepler-261 b",291.3647333,37.6092390
"Gaia DR2 2638410646295370880","HD 218566","HD 218566 b",347.2974170,-2.2611645
"Gaia DR2 3562427951852172288","LP 791-18","LP 791-18 b",165.6904843,-16.4064445
"Gaia DR2 2086851495906130176","Kepler-1519","Kepler-1519 b",296.6679448,49.4617774
"Gaia DR2 4651366259202463104","TOI-163","TOI-163 b",79.7682532,-71.8955269
"Gaia DR2 2135354424139022592","Kepler-1404","Kepler-1404 b",296.0094827,50.4983929
,"KMT-2016-BLG-0212L","KMT-2016-BLG-0212L b",268.4392500,-29.0868889
"Gaia DR2 2128074351495006720","Kepler-1399","Kepler-1399 b",293.3116962,46.0416516
"Gaia DR2 6521531466699512064","TOI-2379","TOI-2379 b",358.0920465,-53.0431560
"Gaia DR2 4463442512084825728","HD 145934","HD 145934 b",243.2912249,13.2394527
"Gaia DR2 2268372099615724288","TOI-2095","TOI-2095 b",285.6365235,75.4185135
"Gaia DR2 1678074272650459008","TOI-1266","TOI-1266 b",197.9965833,65.8336973
"Gaia DR2 2086877265710250496","Kepler-424","Kepler-424 b",298.6249797,48.5774500
"Gaia DR2 2080165846735990144","Kepler-734","Kepler-734 b",297.0456122,46.0273893
"Gaia DR2 4083382672829717504","K2-130","K2-130 b",290.2705419,-19.6908744
"Gaia DR2 2101638759069485568","Kepler-390","Kepler-390 c",291.6288086,41.2088351
"Gaia DR2 604909657895767680","NGC 2682 YBP 401","NGC 2682 YBP 401 b",132.8293081,11.6710271
"Gaia DR2 4729947569262040960","HD 21693","HD 21693 c",51.8040469,-58.3232726
"Gaia DR2 2076053604520641024","Kepler-1802","Kepler-1802 c",300.2420869,44.1412854
,"MXB 1658-298","MXB 1658-298 b",255.5272522,-29.9455833
,"MOA-bin-29","MOA-bin-29 b",269.3759583,-29.7365639
"Gaia DR2 3219847066672970368","HD 38529","HD 38529 b",86.6451363,1.1675866
"Gaia DR2 685818492336147072","K2-343","K2-343 b",134.2021746,21.5026882
"Gaia DR2 3797977118144236288","K2-8","K2-8 b",169.7935178,-0.2844389
"Gaia DR2 2125713940547834496","Kepler-1313","Kepler-1313 b",292.3885820,42.2332767
"Gaia DR2 2076692386427776768","Kepler-487","Kepler-487 d",295.2872318,41.2220033
"Gaia DR2 5300239064919282816","HD 80883","HD 80883 b",139.9331831,-59.4780815
"Gaia DR2 3795633852707093120","K2-9","K2-9 b",176.2637240,0.0054085
,"K2-2016-BLG-0005L","K2-2016-BLG-0005L b",269.8798333,-27.6074722
"Gaia DR2 3597570989175080576","K2-243","K2-243 b",181.1211419,-4.8991358
,"Kepler-799","Kepler-799 c",287.1748966,44.8784754
"Gaia DR2 35227046884571776","Teegarden's Star","Teegarden's Star c",43.2691449,16.8649024
"Gaia DR2 5391813299572883456","HD 93385","HD 93385 d",161.5627065,-41.4646040
"Gaia DR2 2077411363951616512","Kepler-1764","Kepler-1764 b",293.8799047,41.3938374
"Gaia DR2 2078696001543253248","Kepler-931","Kepler-931 b",297.1326937,42.7682885
"Gaia DR2 2104972581400204672","Kepler-1278","Kepler-1278 b",282.9569197,42.8255589
"Gaia DR2 2073719238270085504","Kepler-631","Kepler-631 b",296.8857240,40.2281717
"Gaia DR2 2106370541711607680","Kepler-983","Kepler-983 b",285.1042243,45.0080745
"Gaia DR2 128623485853170432","HAT-P-52","HAT-P-52 b",42.7217412,29.0222492
"Gaia DR2 4177560894633502720","HAT-P-46","HAT-P-46 b",270.4441831,-2.9709800
"Gaia DR2 4774301387290235136","HD 30177","HD 30177 b",70.4770964,-58.0208085
"Gaia DR2 2105456160358298880","Kepler-1615","Kepler-1615 b",286.3592066,42.2273971
"Gaia DR2 2052754540819149568","Kepler-1600","Kepler-1600 c",291.3993802,38.7877563
"Gaia DR2 3980045523465047168","TOI-1801","TOI-1801 b",175.5755995,23.0270335
"Gaia DR2 6049072007438134272","SR 12 AB","SR 12 AB c",246.8312363,-24.6946687
"Gaia DR2 1416050859226670848","HD 158259","HD 158259 c",261.3495847,52.7904721
"Gaia DR2 2078852754973778560","Kepler-162","Kepler-162 c",297.2789115,43.7239693
"Gaia DR2 5400949450924312576","TOI-674","TOI-674 b",164.5865592,-36.8581092
"Gaia DR2 2135002576119495936","Kepler-1104","Kepler-1104 b",294.4685197,49.3309789
"Gaia DR2 2134933208106983168","Kepler-180","Kepler-180 c",295.5712566,49.7745140
"Gaia DR2 4963614887043956096","2MASS J02192210-3925225","2MASS J02192210-3925225 b",34.8427046,-39.4230767
"Gaia DR2 2048174967505679488","TOI-5232","TOI-5232 b",294.3374248,35.2764934
"Gaia DR2 5726982995343100928","HD 69830","HD 69830 d",124.6010091,-12.6364246
"Gaia DR2 5341787994441794176","HD 101930","HD 101930 b",175.8756080,-58.0053798
"Gaia DR2 1398218223733415552","HD 141399","HD 141399 c",236.7235392,46.9862880
"Gaia DR2 3616620814104819328","EPIC 212587672","EPIC 212587672 b",205.4445125,-10.8625468
"Gaia DR2 2893174259322992256","HD 45364","HD 45364 c",96.4105736,-31.4810037
"Gaia DR2 790236569003888000","HD 233832","HD 233832 b",171.5196515,50.3763099
,"KMT-2019-BLG-0578L","KMT-2019-BLG-0578L b",269.4846667,-27.7948611
"Gaia DR2 2131804479047342336","Kepler-1454","Kepler-1454 b",284.2233265,48.8317229
"Gaia DR2 3574907305749250432","HD 103774","HD 103774 b",179.2310729,-12.1079951
,"OGLE-2019-BLG-0960L","OGLE-2019-BLG-0960L b",274.0142917,-25.7746667
"Gaia DR2 1650110904522335744","TOI-1246","TOI-1246 e",251.1158702,70.4299917
"Gaia DR2 777254360337133312","47 UMa","47 UMa c",164.8647611,40.4304931
"Gaia DR2 4673947174316727040","GJ 143","HD 21749 c",51.7501882,-63.5001660
"Gaia DR2 1790807028049001600","TOI-5817","TOI-5817 b",322.3777987,21.4745270
"Gaia DR2 2126061214423631232","Kepler-1931","Kepler-1931 b",290.8723061,43.3330104
"Gaia DR2 5289275864525400704","TOI-4504","TOI-4504 c",114.4673065,-62.0782776
"Gaia DR2 547375547309768064","HD 19615","HD 19615 b",48.7813299,73.8680150
"Gaia DR2 5405557504173563648","TOI-1994","TOI-1994 b",147.1745753,-51.7565640
"Gaia DR2 2127749342727327616","Kepler-1012","Kepler-1012 b",289.2962253,46.4579889
"Gaia DR2 3022644120017418496","TOI-2364","TOI-2364 b",89.1300265,-5.0120298
,"KMT-2021-BLG-1105L","KMT-2021-BLG-1105L b",265.7322500,-25.5089111
"Gaia DR2 4781196115469953024","TOI-270","TOI-270 c",68.4160804,-51.9573937
"Gaia DR2 772430527947893632","GJ 1148","GJ 1148 b",175.4326081,42.7515862
"Gaia DR2 2898239468873596800","HD 45184","HD 45184 c",96.1820205,-28.7806402
"Gaia DR2 4432401099808805888","HD 149143","HD 149143 b",248.2126715,2.0844547
"Gaia DR2 3584074376569429248","HD 106515 A","HD 106515 A b",183.7762699,-7.2575413
"Gaia DR2 5838450865699668736","HD 109833","HD 109833 c",189.7758591,-74.5740205
"Gaia DR2 4716158250340258944","HD 10180","HD 10180 d",24.4731133,-60.5114881
"Gaia DR2 2603090003484152064","GJ 876","GJ 876 d",343.3239737,-14.2665958
"Gaia DR2 47908509057301120","K2-87","K2-87 b",66.2363638,18.8273617
"Gaia DR2 4716158250340258944","HD 10180","HD 10180 g",24.4731133,-60.5114881
"Gaia DR2 625078240201245568","TYC 1422-614-1","TYC 1422-614-1 c",154.2777769,19.5584068
"Gaia DR2 217334764042444288","HD 22781","HD 22781 b",55.2065581,31.8258855
"Gaia DR2 3596333042162818304","K2-157","K2-157 d",183.7514959,-5.7820178
"Gaia DR2 4164319171169516160","nu Oph","nu Oph b",269.7566013,-9.7741342
"Gaia DR2 2101127864119148160","Kepler-1660 A","Kepler-1660 AB b",290.5519537,40.2350445
"Gaia DR2 643819484616249984","mu Leo","mu Leo b",148.1898673,26.0067142
"Gaia DR2 105332908999068032","HD 12661","HD 12661 c",31.1423525,25.4135632
,"OGLE-2023-BLG-0836L","OGLE-2023-BLG-0836L b",267.1868750,-23.7415194
"Gaia DR2 541725187117160960","TOI-1736","TOI-1736 b",43.4344615,69.1013450
"Gaia DR2 2643952940813536768","K2-141","K2-141 c",350.9170464,-1.1891827
,"MOA-bin-1L","MOA-bin-1L b",261.7925000,-29.7939722
"Gaia DR2 2462426800883134336","HD 11964","HD 11964 c",29.2884252,-10.2434693
"Gaia DR2 2128840912955018368","KOI-7368","KOI-7368 b",293.9476365,48.0652589
"Gaia DR2 2615653023342995584","K2-72","K2-72 e",334.6227504,-9.6120084
"Gaia DR2 4246124829130366848","HD 192699","HD 192699 b",304.0248392,4.5805708
